fecha,delito,x,y,colonia,municipio,clave_mun,hora,bien_afectado,zona_geografica,ID_municipio_unico
19/08/2017,Robo a persona,-103.569833,20.349109,SAN JOSE DE LOS POZOS,Acatlán de Juárez,2,05:30,El patrimonio,Interior,ENT14MUN002
16/08/2017,Robo a vehículos particulares,-103.816291,20.360365,LA ASCENCION,Cocula,24,05:30,El patrimonio,Interior,ENT14MUN024
18/08/2017,Robo a casa habitación,-103.541126,19.872161,USMAJAC,Sayula,82,05:30,El patrimonio,Interior,ENT14MUN082
11/08/2017,Lesiones dolosas,-103.589741,19.879365,CRUZ BLANCA CENTRO,Sayula,82,05:30,La vida y la integridad corporal,Interior,ENT14MUN082
03/08/2017,Violencia familiar,-103.586096,20.422725,LA LOMITA,Acatlán de Juárez,2,17:45,La familia,Interior,ENT14MUN002
14/08/2017,Violencia familiar,-103.543401,19.878069,USMAJAC,Sayula,82,17:45,La familia,Interior,ENT14MUN082
09/08/2017,Lesiones dolosas,-103.819516,20.468583,SAN NICOLAS,Cocula,24,17:45,La vida y la integridad corporal,Interior,ENT14MUN024
18/08/2017,Violencia familiar,-103.817211,20.353816,LA ASCENCION,Cocula,24,17:45,La familia,Interior,ENT14MUN024
22/08/2017,Robo a carga pesada,-103.590246,20.239847,LOS BRISEÑO,Zacoalco de Torres,119,05:30,El patrimonio,Interior,ENT14MUN119
11/08/2017,Robo a int de vehículos,-103.584597,19.881471,CRUZ BLANCA CENTRO,Sayula,82,05:30,El patrimonio,Interior,ENT14MUN082
20/08/2017,Robo a casa habitación,-103.598023,20.418169,LOS GRANADOS,Acatlán de Juárez,2,17:45,El patrimonio,Interior,ENT14MUN002
09/08/2017,Homicidio doloso,-103.635729,20.248095,BARRANCA DE LAURELES,Zacoalco de Torres,119,17:45,La vida y la integridad corporal,Interior,ENT14MUN119
18/08/2017,Robo a vehículos particulares,-103.837171,20.372005,NO DISPONIBLE,Cocula,24,05:30,El patrimonio,Interior,ENT14MUN024
21/08/2017,Lesiones dolosas,-103.517312,20.007688,ATOYAC CENTRO,Atoyac,14,05:30,La vida y la integridad corporal,Interior,ENT14MUN014
09/08/2017,Robo a vehículos particulares,-103.9283,20.436136,CENTRO,San Martín Hidalgo,77,17:45,El patrimonio,Interior,ENT14MUN077
22/08/2017,Robo a vehículos particulares,-103.638265,20.435681,BELLAVISTA,Acatlán de Juárez,2,05:30,El patrimonio,Interior,ENT14MUN002
03/08/2017,Robo a persona,-103.594221,20.422174,ACATLAN DE JUAREZ CENTRO,Acatlán de Juárez,2,17:45,El patrimonio,Interior,ENT14MUN002
